date,price
2011-05-01,4.709733963012695
2011-06-01,4.489228248596191
2011-07-01,3.969104051589966
2011-08-01,4.028017520904541
2011-09-01,3.8883087635040283
2011-10-01,4.30407190322876
2011-11-01,3.8916749954223633
2011-12-01,4.061682224273682
2012-01-01,3.9320738315582275
2012-02-01,3.834444284439087
2012-03-01,3.7005529403686523
2012-04-01,3.856438636779785
2012-05-01,3.249845504760742
2012-06-01,3.1355557441711426
2012-07-01,2.7359256744384766
2012-08-01,3.258518934249878
2012-09-01,3.6344950199127197
2012-10-01,3.9512155055999756
2012-11-01,4.543118000030518
2012-12-01,4.382833003997803
2013-01-01,4.052680015563965
2013-02-01,4.377592086791992
2013-03-01,4.885923385620117
2013-04-01,6.1641316413879395
2013-05-01,5.856807708740234
2013-06-01,7.484894275665283
2013-07-01,8.73682689666748
2013-08-01,8.941625595092773
2013-09-01,8.890896797180176
2013-10-01,9.816695213317871
2013-11-01,8.6401948928833
2013-12-01,8.82105827331543
2014-01-01,6.316032886505127
2014-02-01,6.719451904296875
2014-03-01,7.4020209312438965
2014-04-01,7.208067417144775
2014-05-01,6.875638961791992
2014-06-01,7.351576328277588
2014-07-01,7.691113471984863
2014-08-01,7.733262538909912
2014-09-01,7.60816764831543
2014-10-01,7.896241664886475
2014-11-01,6.982154369354248
2014-12-01,6.288957595825195
2015-01-01,6.558751106262207
2015-02-01,6.878780841827393
2015-03-01,7.062983989715576
2015-04-01,7.236554145812988
2015-05-01,8.150982856750488
2015-06-01,8.066487312316895
2015-07-01,8.679925918579102
2015-08-01,8.041949272155762
2015-09-01,7.8015217781066895
2015-10-01,8.797508239746094
2015-11-01,6.6893134117126465
2015-12-01,5.354506492614746
2016-01-01,5.057021141052246
2016-02-01,5.9464850425720215
2016-03-01,6.122063636779785
2016-04-01,6.40091609954834
2016-05-01,5.678861618041992
2016-06-01,5.187084197998047
2016-07-01,6.118967056274414
2016-08-01,5.612842559814453
2016-09-01,5.454678535461426
2016-10-01,4.817634105682373
2016-11-01,4.945838451385498
2016-12-01,5.1355719566345215
2017-01-01,4.9790239334106445
2017-02-01,4.968859672546387
2017-03-01,4.584605693817139
2017-04-01,4.684269905090332
2017-05-01,4.570724010467529
2017-06-01,4.461308479309082
2017-07-01,4.554161548614502
2017-08-01,3.884369373321533
2017-09-01,4.337896823883057
2017-10-01,4.002914905548096
2017-11-01,4.01576566696167
2017-12-01,3.9207520484924316
2018-01-01,3.671746015548706
2018-02-01,3.4271085262298584
2018-03-01,2.756539821624756
2018-04-01,3.054192304611206
2018-05-01,2.9535043239593506
2018-06-01,3.260042428970337
2018-07-01,3.3108298778533936
2018-08-01,3.0489044189453125
2018-09-01,3.5084228515625
2018-10-01,3.4321627616882324
2018-11-01,3.2111878395080566
2018-12-01,2.966704845428467
2019-01-01,2.741968870162964
2019-02-01,2.8290154933929443
2019-03-01,2.4566493034362793
2019-04-01,2.1624999046325684
2019-05-01,1.8949999809265137
2019-06-01,1.3674999475479126
2019-07-01,1.0049999952316284
2019-08-01,0.9925000071525574
2019-09-01,1.3799999952316284
2019-10-01,1.3600000143051147
2019-11-01,1.5850000381469727
2019-12-01,1.5199999809265137
2020-01-01,0.9599999785423279
2020-02-01,0.8999999761581421
2020-03-01,0.875
2020-04-01,1.4325000047683716
2020-05-01,1.0149999856948853
2020-06-01,1.0850000381469727
2020-07-01,1.002500057220459
2020-08-01,1.6699999570846558
2020-09-01,2.549999952316284
2020-10-01,2.617500066757202
2020-11-01,4.139999866485596
2020-12-01,4.710000038146973
2021-01-01,81.25
2021-02-01,25.434999465942383
2021-03-01,47.45500183105469
2021-04-01,43.397499084472656
2021-05-01,55.5
2021-06-01,53.53499984741211
2021-07-01,40.279998779296875
2021-08-01,54.560001373291016
2021-09-01,43.86750030517578
2021-10-01,45.877498626708984
2021-11-01,49.0525016784668
2021-12-01,37.09749984741211
2022-01-01,27.232500076293945
2022-02-01,30.834999084472656
2022-03-01,41.64500045776367
2022-04-01,31.267499923706055
2022-05-01,31.184999465942383
2022-06-01,30.575000762939453
2022-07-01,34.0099983215332
2022-08-01,28.639999389648438
2022-09-01,25.1299991607666
2022-10-01,28.309999465942383
2022-11-01,26.209999084472656
2022-12-01,18.459999084472656
2023-01-01,21.8700008392334
2023-02-01,19.229999542236328
2023-03-01,23.020000457763672
2023-04-01,19.290000915527344
2023-05-01,24.049999237060547
2023-06-01,24.25
2023-07-01,22.200000762939453
2023-08-01,18.549999237060547
2023-09-01,16.459999084472656
2023-10-01,13.770000457763672
2023-11-01,14.550000190734863
2023-12-01,17.530000686645508
2024-01-01,14.229999542236328
2024-02-01,14.270000457763672
2024-03-01,12.520000457763672
2024-04-01,11.09000015258789
2024-05-01,23.139999389648438
2024-06-01,24.690000534057617
2024-07-01,22.670000076293945
2024-08-01,23.420000076293945
2024-09-01,22.93000030517578
2024-10-01,22.18000030517578
2024-11-01,29.049999237060547
2024-12-01,31.34000015258789
2025-01-01,26.899999618530273
2025-02-01,25.040000915527344
2025-03-01,22.31999969482422
2025-04-01,27.860000610351562
2025-05-01,29.799999237060547
2025-06-01,24.389999389648438
2025-07-01,22.450000762939453
2025-08-01,22.40999984741211
2025-09-01,27.280000686645508
2025-10-01,22.290000915527344
2025-11-01,22.530000686645508
2025-12-01,20.079999923706055
2026-01-01,23.8799991607666
2026-02-01,24.030000686645508
2026-03-01,23.040000915527344
2026-04-01,24.790000915527344
