date,revenue,source
2022-12-31,116609000000.0,annual
2023-12-31,134902000000.0,annual
2024-12-31,48385000000.0,quarterly
2025-03-31,42314000000.0,quarterly
2025-06-30,47516000000.0,quarterly
2025-09-30,51242000000.0,quarterly
2025-12-31,59893000000.0,quarterly
