date,price
2011-04-18,0.4146158695220947
2011-04-19,0.4130115509033203
2011-04-20,0.4256172776222229
2011-04-21,0.4244714081287384
2011-04-25,0.4311180114746094
2011-04-26,0.4423486292362213
2011-04-27,0.4423486292362213
2011-04-28,0.44716182351112366
2011-04-29,0.45839235186576843
2011-05-02,0.45220401883125305
2011-05-03,0.4306596517562866
2011-05-04,0.42745089530944824
2011-05-05,0.4276801347732544
2011-05-06,0.44280704855918884
2011-05-09,0.4526624083518982
2011-05-10,0.4533500373363495
2011-05-11,0.45541277527809143
2011-05-12,0.4698522984981537
2011-05-13,0.41851234436035156
2011-05-16,0.40567725896835327
2011-05-17,0.4040728807449341
2011-05-18,0.41346997022628784
2011-05-19,0.4075108766555786
2011-05-20,0.4146158695220947
2011-05-23,0.4141574501991272
2011-05-24,0.41576194763183594
2011-05-25,0.42080429196357727
2011-05-26,0.4313472509384155
2011-05-27,0.4469325840473175
2011-05-31,0.4593092203140259
2011-06-01,0.438681423664093
2011-06-02,0.43661877512931824
2011-06-03,0.4230961501598358
2011-06-06,0.4141574501991272
2011-06-07,0.4139283299446106
2011-06-08,0.4026978015899658
2011-06-09,0.39811381697654724
2011-06-10,0.3923839032649994
2011-06-13,0.3896335959434509
2011-06-14,0.39284229278564453
2011-06-15,0.3843620717525482
2011-06-16,0.37106865644454956
2011-06-17,0.36235904693603516
2011-06-20,0.3580044209957123
2011-06-21,0.36579713225364685
2011-06-22,0.36075475811958313
2011-06-23,0.3715270161628723
2011-06-24,0.36075475811958313
2011-06-27,0.3531913161277771
2011-06-28,0.3552541136741638
2011-06-29,0.36075475811958313
2011-06-30,0.3653387427330017
2011-07-01,0.3701518177986145
2011-07-05,0.36396360397338867
2011-07-06,0.35915061831474304
2011-07-07,0.36052554845809937
2011-07-08,0.353649765253067
2011-07-11,0.34127312898635864
2011-07-12,0.3366891145706177
2011-07-13,0.3360016644001007
2011-07-14,0.3227083086967468
2011-07-15,0.32316669821739197
2011-07-18,0.3162906765937805
2011-07-19,0.3259170353412628
2011-07-20,0.3217914402484894
2011-07-21,0.3369184732437134
2011-07-22,0.3437942564487457
2011-07-25,0.33829358220100403
2011-07-26,0.3300425112247467
2011-07-27,0.31766602396965027
2011-07-28,0.3169782757759094
2011-07-29,0.3169782757759094
2011-08-01,0.3339388370513916
2011-08-02,0.3305009603500366
2011-08-03,0.3394395112991333
2011-08-04,0.3071229159832001
2011-08-05,0.2968091666698456
2011-08-08,0.27343106269836426
2011-08-09,0.2963506877422333
2011-08-10,0.28282809257507324
2011-08-11,0.30735209584236145
2011-08-12,0.2952047288417816
2011-08-15,0.30643534660339355
2011-08-16,0.2977257966995239
2011-08-17,0.29360029101371765
2011-08-18,0.27366024255752563
2011-08-19,0.26884719729423523
2011-08-22,0.27366024255752563
2011-08-23,0.3032265603542328
2011-08-24,0.2988719046115875
2011-08-25,0.286036878824234
2011-08-26,0.29818427562713623
2011-08-29,0.306206077337265
2011-08-30,0.31354036927223206
2011-08-31,0.30506014823913574
2011-09-01,0.30437251925468445
2011-09-02,0.29612138867378235
2011-09-06,0.30208060145378113
2011-09-07,0.32660454511642456
2011-09-08,0.32500022649765015
2011-09-09,0.318124383687973
2011-09-12,0.32568785548210144
2011-09-13,0.3330221176147461
2011-09-14,0.35021185874938965
2011-09-15,0.3552541136741638
2011-09-16,0.3543373644351959
2011-09-19,0.3470030426979065
2011-09-20,0.33806440234184265
2011-09-21,0.3316469192504883
2011-09-22,0.3096441328525543
2011-09-23,0.3160616457462311
2011-09-26,0.3167492151260376
2011-09-27,0.31720757484436035
2011-09-28,0.30758136510849
2011-09-29,0.30001774430274963
2011-09-30,0.28672462701797485
2011-10-03,0.27068063616752625
2011-10-04,0.2956630289554596
2011-10-05,0.306206077337265
2011-10-06,0.318353533744812
2011-10-07,0.324312686920166
2011-10-10,0.3387519419193268
2011-10-11,0.3350849151611328
2011-10-12,0.3348555564880371
2011-10-13,0.3543373644351959
2011-10-14,0.36029648780822754
2011-10-17,0.3424190878868103
2011-10-18,0.3547957241535187
2011-10-19,0.3476907014846802
2011-10-20,0.33027172088623047
2011-10-21,0.33187615871429443
2011-10-24,0.34425264596939087
2011-10-25,0.33118852972984314
2011-10-26,0.3350849151611328
2011-10-27,0.3495241701602936
2011-10-28,0.3575461506843567
2011-10-31,0.3392103612422943
2011-11-01,0.3222498595714569
2011-11-02,0.3167492151260376
2011-11-03,0.3357725739479065
2011-11-04,0.33966878056526184
2011-11-07,0.3378351926803589
2011-11-08,0.34562793374061584
2011-11-09,0.3282090425491333
2011-11-10,0.3316469192504883
2011-11-11,0.34333592653274536
2011-11-14,0.3366891145706177
2011-11-15,0.34104400873184204
2011-11-16,0.33416804671287537
2011-11-17,0.3222498595714569
2011-11-18,0.3192702829837799
2011-11-21,0.3353140652179718
2011-11-22,0.34562793374061584
2011-11-23,0.330959290266037
2011-11-25,0.3217914402484894
2011-11-28,0.3398979902267456
2011-11-29,0.3417314887046814
2011-11-30,0.35823360085487366
2011-12-01,0.36258837580680847
2011-12-02,0.36029648780822754
2011-12-05,0.3547957241535187
2011-12-06,0.34975337982177734
2011-12-07,0.3476907014846802
2011-12-08,0.3366891145706177
2011-12-09,0.34150230884552
2011-12-12,0.3330221176147461
2011-12-13,0.32385414838790894
2011-12-14,0.3112485110759735
2011-12-15,0.3084980547428131
2011-12-16,0.3096441328525543
2011-12-19,0.301622211933136
2011-12-20,0.3185826539993286
2011-12-21,0.3144572079181671
2011-12-22,0.32797959446907043
2011-12-23,0.32477107644081116
2011-12-27,0.3222498595714569
2011-12-28,0.31422799825668335
2011-12-29,0.32018712162971497
2011-12-30,0.31766602396965027
2012-01-03,0.3217914402484894
2012-01-04,0.3254585862159729
2012-01-05,0.3371475636959076
2012-01-06,0.33325129747390747
2012-01-09,0.33325129747390747
2012-01-10,0.33187615871429443
2012-01-11,0.3252294063568115
2012-01-12,0.32316669821739197
2012-01-13,0.3146863877773285
2012-01-17,0.3098732531070709
2012-01-18,0.32041624188423157
2012-01-19,0.32889658212661743
2012-01-20,0.3259170353412628
2012-01-23,0.3348555564880371
2012-01-24,0.3424190878868103
2012-01-25,0.34035634994506836
2012-01-26,0.3371475636959076
2012-01-27,0.3417314887046814
2012-01-30,0.3392103612422943
2012-01-31,0.3385227620601654
2012-02-01,0.3421899676322937
2012-02-02,0.35502496361732483
2012-02-03,0.36258837580680847
2012-02-06,0.35983806848526
2012-02-07,0.36075475811958313
2012-02-08,0.3738190233707428
2012-02-09,0.37358981370925903
2012-02-10,0.36442193388938904
2012-02-13,0.3701518177986145
2012-02-14,0.37221458554267883
2012-02-15,0.3706102669239044
2012-02-16,0.3770277202129364
2012-02-17,0.3632758557796478
2012-02-21,0.36510953307151794
2012-02-22,0.36258837580680847
2012-02-23,0.36465123295783997
2012-02-24,0.3619007170200348
2012-02-27,0.3545665144920349
2012-02-28,0.3513578474521637
2012-02-29,0.34723225235939026
2012-03-01,0.3495241701602936
2012-03-02,0.3525036573410034
2012-03-05,0.3405856192111969
2012-03-06,0.3373768627643585
2012-03-07,0.3394395112991333
2012-03-08,0.3405856192111969
2012-03-09,0.33966878056526184
2012-03-12,0.33439722657203674
2012-03-13,0.3389812707901001
2012-03-14,0.3293549120426178
2012-03-15,0.33416804671287537
2012-03-16,0.3346264660358429
2012-03-19,0.3355431854724884
2012-03-20,0.3300425112247467
2012-03-21,0.3314177989959717
2012-03-22,0.330959290266037
2012-03-23,0.3334805369377136
2012-03-26,0.3373768627643585
2012-03-27,0.33966878056526184
2012-03-28,0.34746137261390686
2012-03-29,0.3490658402442932
2012-03-30,0.3529621362686157
2012-04-02,0.3513578474521637
2012-04-03,0.34562793374061584
