date,price
2011-04-18,13.206500053405762
2011-04-19,13.368045806884766
2011-04-20,14.411375045776367
2011-04-21,14.445030212402344
2011-04-25,14.768128395080566
2011-04-26,15.131606101989746
2011-04-27,15.232573509216309
2011-04-28,15.347002029418945
2011-04-29,15.582592964172363
2011-05-02,15.421041488647461
2011-05-03,15.636444091796875
2011-05-04,15.942405700683594
2011-05-05,16.01703643798828
2011-05-06,15.772808074951172
2011-05-09,15.440385818481445
2011-05-10,15.623549461364746
2011-05-11,15.881346702575684
2011-05-12,16.084863662719727
2011-05-13,15.881346702575684
2011-05-16,16.03737449645996
2011-05-17,15.97631549835205
2011-05-18,16.200193405151367
2011-05-19,15.969537734985352
2011-05-20,15.752447128295898
2011-05-23,15.508225440979004
2011-05-24,15.338626861572266
2011-05-25,15.386112213134766
2011-05-26,15.264005661010742
2011-05-27,15.067264556884766
2011-05-31,15.27078914642334
2011-06-01,14.924806594848633
2011-06-02,14.985859870910645
2011-06-03,14.741641998291016
2011-06-06,14.809479713439941
2011-06-07,14.965514183044434
2011-06-08,14.802688598632812
2011-06-09,14.761982917785645
2011-06-10,14.504189491271973
2011-06-13,14.510974884033203
2011-06-14,14.802688598632812
2011-06-15,14.531326293945312
2011-06-16,14.531326293945312
2011-06-17,14.375299453735352
2011-06-20,14.47027587890625
2011-06-21,14.687363624572754
2011-06-22,14.517757415771484
2011-06-23,14.728060722351074
2011-06-24,14.382081985473633
2011-06-27,14.477054595947266
2011-06-28,14.578817367553711
2011-06-29,14.510974884033203
2011-06-30,15.033339500427246
2011-07-01,15.284354209899902
2011-07-05,15.223296165466309
2011-07-06,15.433601379394531
2011-07-07,15.759231567382812
2011-07-08,15.66425609588623
2011-07-11,15.501442909240723
2011-07-12,15.230080604553223
2011-07-13,15.250432014465332
2011-07-14,15.107970237731934
2011-07-15,15.175806045532227
2011-07-18,15.114751815795898
2011-07-19,15.643904685974121
2011-07-20,15.596414566040039
2011-07-21,15.474309921264648
2011-07-22,15.691389083862305
2011-07-25,15.623549461364746
2011-07-26,15.535357475280762
2011-07-27,15.284354209899902
2011-07-28,15.29792308807373
2011-07-29,15.148672103881836
2011-08-01,15.087614059448242
2011-08-02,14.734851837158203
2011-08-03,14.940357208251953
2011-08-04,14.282734870910645
2011-08-05,14.241633415222168
2011-08-08,13.775821685791016
2011-08-09,14.111480712890625
2011-08-10,13.652512550354004
2011-08-11,14.221086502075195
2011-08-12,14.145730018615723
2011-08-15,14.310135841369629
2011-08-16,14.241633415222168
2011-08-17,14.159425735473633
2011-08-18,13.542911529541016
2011-08-19,13.145597457885742
2011-08-22,13.275748252868652
2011-08-23,13.501812934875488
2011-08-24,13.563458442687988
2011-08-25,13.303150177001953
2011-08-26,13.542911529541016
2011-08-29,13.90597152709961
2011-08-30,13.864871978759766
2011-08-31,13.789517402648926
2011-09-01,13.693618774414062
2011-09-02,13.453855514526367
2011-09-06,13.385361671447754
2011-09-07,13.755270004272461
2011-09-08,13.631957054138184
2011-09-09,13.494955062866211
2011-09-12,13.89227294921875
2011-09-13,14.221086502075195
2011-09-14,14.467689514160156
2011-09-15,14.755403518676758
2011-09-16,15.049954414367676
2011-09-19,15.02255630493164
2011-09-20,15.207513809204102
2011-09-21,15.029412269592285
2011-09-22,14.810200691223145
2011-09-23,15.180110931396484
2011-09-26,15.234912872314453
2011-09-27,15.440423011779785
2011-09-28,15.282870292663574
