date,price
2011-04-18,13.522049903869629
2011-04-19,13.654211044311523
2011-04-20,13.929855346679688
2011-04-21,13.97139835357666
2011-04-25,13.922309875488281
2011-04-26,13.820355415344238
2011-04-27,14.0431489944458
2011-04-28,13.92608642578125
2011-04-29,13.669315338134766
2011-05-02,13.850564956665039
2011-05-03,13.707071304321289
2011-05-04,13.809027671813965
2011-05-05,13.782588958740234
2011-05-06,13.793922424316406
2011-05-09,13.68781566619873
2011-05-10,13.729504585266113
2011-05-11,13.562759399414062
2011-05-12,13.812872886657715
2011-05-13,13.699182510375977
2011-05-16,13.324016571044922
2011-05-17,13.37707233428955
2011-05-18,13.873504638671875
2011-05-19,14.074348449707031
2011-05-20,13.873504638671875
2011-05-23,13.809083938598633
2011-05-24,13.752236366271973
2011-05-25,13.68781566619873
2011-05-26,13.809083938598633
2011-05-27,13.816662788391113
2011-05-31,13.9417142868042
2011-06-01,13.634759902954102
2011-06-02,13.612021446228027
2011-06-03,13.324016571044922
2011-06-06,13.543814659118652
2011-06-07,13.615813255310059
2011-06-08,13.543814659118652
2011-06-09,13.464235305786133
2011-06-10,13.30886459350586
2011-06-13,13.225488662719727
2011-06-14,13.365704536437988
2011-06-15,13.21033763885498
2011-06-16,13.316441535949707
2011-06-17,13.430127143859863
2011-06-20,13.577919960021973
2011-06-21,13.918977737426758
2011-06-22,14.127403259277344
2011-06-23,14.297929763793945
2011-06-24,14.153931617736816
2011-06-27,14.396451950073242
2011-06-28,14.873946189880371
2011-06-29,14.94215202331543
2011-06-30,14.964889526367188
2011-07-01,15.230155944824219
2011-07-05,15.518160820007324
2011-07-06,15.317312240600586
2011-07-07,15.279419898986816
2011-07-08,15.29079532623291
2011-07-11,15.059633255004883
2011-07-12,14.995208740234375
2011-07-13,14.998993873596191
2011-07-14,14.828461647033691
2011-07-15,15.082369804382324
2011-07-18,14.930788040161133
2011-07-19,15.279419898986816
2011-07-20,15.09373664855957
2011-07-21,15.302152633666992
2011-07-22,15.29079532623291
2011-07-25,15.30974006652832
2011-07-26,15.22636890411377
2011-07-27,14.767833709716797
2011-07-28,15.150575637817383
2011-07-29,15.192264556884766
2011-08-01,15.082369804382324
2011-08-02,14.631410598754883
2011-08-03,14.885313987731934
2011-08-04,13.983402252197266
2011-08-05,13.915189743041992
2011-08-08,12.949224472045898
2011-08-09,13.706025123596191
2011-08-10,13.21923542022705
2011-08-11,14.112943649291992
2011-08-12,14.208013534545898
2011-08-15,14.61113452911377
2011-08-16,14.789878845214844
2011-08-17,14.71761417388916
2011-08-18,13.215434074401855
2011-08-19,13.348541259765625
2011-08-22,13.268674850463867
2011-08-23,13.968429565429688
2011-08-24,14.211819648742676
2011-08-25,13.850537300109863
2011-08-26,14.219429969787598
2011-08-29,14.470422744750977
2011-08-30,14.641560554504395
